return_item_id,return_id,order_id,product_id,product_name,category,quantity_returned,unit_price,refunded_amount
1381,RTN-69248156,ORD-94703618,847,Modern Anthology,Books,1,122.82,122.82
1382,RTN-69248156,ORD-94703618,1028,Smart Speaker,Electronics,2,32.42,64.84
1383,RTN-33225149,ORD-62862505,875,Modern Novel,Books,2,42.46,84.92
1384,RTN-33225149,ORD-62862505,1189,Elegant Rug,Home,1,39.73,39.73
1385,RTN-33225149,ORD-62862505,730,Portable Monitor,Electronics,1,208.01,208.01
1386,RTN-33225149,ORD-62862505,313,Modern Table,Home,3,237.26,711.78
1387,RTN-33225149,ORD-62862505,746,Cozy Lamp,Home,1,95.5,95.5
1388,RTN-33225149,ORD-62862505,144,Modern Rug,Home,1,19.36,19.36
1389,RTN-85803417,ORD-49214605,902,Rustic Chair,Home,2,172.84,345.68
1390,RTN-85803417,ORD-49214605,469,Smart Camera,Electronics,2,226.02,452.04
1391,RTN-85803417,ORD-49214605,1186,Cozy Chair,Home,2,198.8,397.6
1392,RTN-85803417,ORD-49214605,579,Rustic Rug,Home,1,54.59,54.59
1393,RTN-89869989,ORD-42700087,1265,Durable Jeans,Clothing,3,38.67,116.01
1394,RTN-89869989,ORD-42700087,335,Comfortable Jeans,Clothing,3,156.24,468.72
1395,RTN-18855287,ORD-72941893,1183,Elegant Rug,Home,1,219.21,219.21
1396,RTN-18855287,ORD-72941893,947,  Cozy Lamp ,Home,3,103.47,310.41
1397,RTN-20106624,ORD-24041464,121,Compact Monitor,Electronics,5,132.75,663.75
1398,RTN-20106624,ORD-24041464,537,Modern Chair,Home,3,70.16,210.48
1399,RTN-20106624,ORD-24041464,219,  Stylish Shirt  ,Clothing,2,208.9,417.8
1400,RTN-08747470,ORD-48620531,568,Durable Jacket,Clothing,2,150.05,300.1
1401,RTN-79173707,ORD-83702789,1126,Classic Guide,Books,1,114.45,114.45
1402,RTN-79173707,ORD-83702789,5,Educational Car,Toys,2,110.16,220.32
1403,RTN-79173707,ORD-83702789,48,Elegant Chair,Home,2,177.24,354.48
1404,RTN-79173707,ORD-83702789,899,Wireless Headphones,Electronics,3,162.93,488.79
1405,RTN-90944307,ORD-96334947,753,Smart Monitor,Electronics,3,222.24,666.72
1406,RTN-90944307,ORD-96334947,1158, Rustic Table ,Home,3,98.81,296.43
1407,RTN-90944307,ORD-96334947,156,FUN DOLL,Toys,2,174.06,348.12
1408,RTN-90944307,ORD-96334947,1169, Cozy Lamp  ,Home,1,97.69,97.69
1409,RTN-41286665,ORD-84714741,510,Fun Puzzle,Toys,3,62.67,188.01
1410,RTN-41286665,ORD-84714741,419,Smart Speaker,Electronics,1,177.54,177.54
1411,RTN-41286665,ORD-84714741,932,Classic Sweater,Clothing,1,191.21,191.21
1412,RTN-41286665,ORD-84714741,1044,rustic table,Home,1,198.03,198.03
1413,RTN-41286665,ORD-84714741,1223,Compact Speaker,Electronics,2,115.35,230.7
1414,RTN-41286665,ORD-84714741,1237,Comfortable Jeans,Clothing,1,49.85,49.85
1415,RTN-41286665,ORD-84714741,760,INTERACTIVE PUZZLE,Toys,2,170.7,341.4
1416,RTN-41286665,ORD-84714741,536,Rustic Table,Home,1,11.54,11.54
1417,RTN-72207943,ORD-21347260,370,Rustic Table,Home,1,84.76,84.76
1418,RTN-72207943,ORD-21347260,1257,Educational Blocks,Toys,1,217.66,217.66
1419,RTN-29992378,ORD-76502298,428,Smart Speaker,Electronics,4,220.34,881.36
1420,RTN-29992378,ORD-76502298,822,  Fun Car ,Toys,2,244.8,489.6
1421,RTN-29992378,ORD-76502298,75,Durable Sweater,Clothing,1,70.31,70.31
1422,RTN-29992378,ORD-76502298,818,Wireless Headphones,Electronics,1,60.59,60.59
1423,RTN-29992378,ORD-76502298,829,Classic Jacket,Clothing,2,56.36,112.72
1424,RTN-29992378,ORD-76502298,534,Classic Novel,Books,4,44.12,176.48
1425,RTN-16367111,ORD-27738300,667,Modern Novel,Books,1,41.38,41.38
1426,RTN-16367111,ORD-27738300,156,Fun Doll,Toys,1,174.06,174.06
1427,RTN-16367111,ORD-27738300,299,Colorful Blocks,Toys,2,119.45,238.9
1428,RTN-16367111,ORD-27738300,420,Rustic Table,Home,2,47.51,95.02
1429,RTN-16367111,ORD-27738300,927,Wireless Camera,Electronics,2,186.44,372.88
1430,RTN-52125631,ORD-15949371,342,Elegant Table,Home,1,124.93,124.93
1431,RTN-02704359,ORD-66254825,591,Hardcover Novel,Books,1,80.45,80.45
1432,RTN-02704359,ORD-66254825,205,Illustrated Anthology,Books,2,10.43,20.86
1433,RTN-02704359,ORD-66254825,1045,Cozy Rug,Home,3,12.51,37.53
1434,RTN-02704359,ORD-66254825,959,Hardcover Anthology,Books,1,217.45,217.45
1435,RTN-09303782,ORD-68069229,1028,Smart Speaker,Electronics,2,32.42,64.84
1436,RTN-09303782,ORD-68069229,930,Durable Shirt,Clothing,2,42.85,85.7
1437,RTN-31475057,ORD-83339345,35,Elegant Rug,Home,1,155.64,155.64
1438,RTN-31475057,ORD-83339345,800,Smart Camera,Electronics,1,246.33,246.33
1439,RTN-31475057,ORD-83339345,309,Hardcover Memoir,Books,3,214.51,643.53
1440,RTN-31475057,ORD-83339345,303,Educational Car,Toys,1,20.01,20.01
1441,RTN-31475057,ORD-83339345,729,Elegant Rug,Home,1,191.26,191.26
1442,RTN-31475057,ORD-83339345,1004,Colorful Blocks,Toys,2,128.12,256.24
1443,RTN-31475057,ORD-83339345,830,Rustic Lamp,Home,3,83.16,249.48
1444,RTN-10553510,ORD-87941776,1001, Fun Doll ,Toys,1,27.34,27.34
1445,RTN-10553510,ORD-87941776,217,Colorful Blocks,Toys,3,129.36,388.08
1446,RTN-10553510,ORD-87941776,474,Classic Guide,Books,3,43.62,130.86
1447,RTN-10553510,ORD-87941776,78,Illustrated Memoir,Books,1,195.86,195.86
1448,RTN-10553510,ORD-87941776,1260,Interactive Puzzle,Toys,1,35.32,35.32
1449,RTN-10553510,ORD-87941776,162,Colorful Puzzle,Toys,3,59.3,177.9
1450,RTN-10553510,ORD-87941776,1065,Fun Car,Toys,2,242.05,484.1
1451,RTN-68439560,ORD-88945086,666,Hardcover Guide,Books,1,133.01,133.01
1452,RTN-68439560,ORD-88945086,833, comfortable jacket  ,Clothing,1,11.08,11.08
1453,RTN-32010767,ORD-38055487,54,  Modern Chair ,Home,1,191.96,191.96
1454,RTN-32010767,ORD-38055487,782,Smart Camera,Electronics,2,126.19,252.38
1455,RTN-32010767,ORD-38055487,920,COZY LAMP,Home,1,86.28,86.28
1456,RTN-15771280,ORD-99273384,589,Classic Sweater,Clothing,1,65.76,65.76
1457,RTN-15771280,ORD-99273384,846,Classic Guide,Books,1,151.75,151.75
1458,RTN-41451208,ORD-13355241,819, Hardcover Anthology  ,Books,1,73.76,73.76
1459,RTN-41451208,ORD-13355241,866,Wireless Camera,Electronics,3,74.49,223.47
1460,RTN-41451208,ORD-13355241,622,Rustic Rug,Home,2,137.8,275.6
1461,RTN-74648328,ORD-56877252,773,Elegant Lamp,Home,1,45.65,45.65
1462,RTN-74648328,ORD-56877252,1198,Wireless Speaker,Electronics,1,91.09,91.09
1463,RTN-74648328,ORD-56877252,917,Hardcover Guide,Books,1,145.06,145.06
1464,RTN-74648328,ORD-56877252,207,Fun Blocks,Toys,1,221.81,221.81
1465,RTN-74648328,ORD-56877252,1157,Wireless Headphones,Electronics,2,208.85,417.7
1466,RTN-73748823,ORD-17705009,1216, Illustrated Novel ,Books,1,26.75,26.75
1467,RTN-84754393,ORD-17705009,324,Hardcover Anthology,Books,2,133.41,266.82
1468,RTN-60029803,ORD-12775110,951,Classic Anthology,Books,1,130.62,130.62
1469,RTN-60029803,ORD-12775110,293,Fun Car,Toys,2,248.64,497.28
1470,RTN-60029803,ORD-12775110,741,Smart Camera,Electronics,1,161.6,161.6
1471,RTN-80232851,ORD-92184591,1149,Interactive Doll,Toys,2,25.54,51.08
1472,RTN-80232851,ORD-92184591,59,Compact Camera,Electronics,3,179.62,538.86
1473,RTN-80232851,ORD-92184591,269,Elegant Chair,Home,4,224.99,899.96
1474,RTN-80232851,ORD-92184591,572,Modern Memoir,Books,5,207.35,1036.75
1475,RTN-80232851,ORD-92184591,956,Modern Chair,Home,2,21.65,43.3
1476,RTN-80232851,ORD-92184591,201,Illustrated Anthology,Books,3,9.19,27.57
1477,RTN-23784892,ORD-28013996,57,Portable Speaker,Electronics,2,91.93,183.86
1478,RTN-35072886,ORD-21579562,186,Durable Jacket,Clothing,1,227.6,227.6
1479,RTN-35072886,ORD-21579562,822, Fun Car ,Toys,1,244.8,244.8
1480,RTN-35072886,ORD-21579562,920,Cozy Lamp,Home,1,86.28,86.28
1481,RTN-35072886,ORD-21579562,631,Compact Camera,Electronics,3,235.11,705.33
1482,RTN-33395047,ORD-17173111,566,Smart Monitor,Electronics,3,137.49,412.47
1483,RTN-33395047,ORD-17173111,309,Hardcover Memoir,Books,3,214.51,643.53
1484,RTN-33395047,ORD-17173111,365,Rustic Lamp,Home,2,51.24,102.48
1485,RTN-33395047,ORD-17173111,370,Rustic Table,Home,1,84.76,84.76
1486,RTN-33395047,ORD-17173111,1004,Colorful Blocks,Toys,3,128.12,384.36
1487,RTN-53636058,ORD-98081989,116,Modern Table,Home,1,109.94,109.94
1488,RTN-89613656,ORD-62831384,1280,  Hardcover Guide ,Books,2,220.45,440.9
1489,RTN-89613656,ORD-62831384,618,educational blocks,Toys,1,121.85,121.85
1490,RTN-14272076,ORD-06524686,500,Elegant Rug,Home,3,26.05,78.15
1491,RTN-14272076,ORD-06524686,758,Colorful Doll,Toys,5,17.41,87.05
1492,RTN-07717296,ORD-15227925,118,FUN BLOCKS,Toys,3,222.69,668.07
1493,RTN-07717296,ORD-15227925,435,Illustrated Anthology,Books,3,157.61,472.83
1494,RTN-07717296,ORD-15227925,119,  Rustic Table  ,Home,1,50.69,50.69
1495,RTN-07717296,ORD-15227925,389,Illustrated Novel,Books,1,62.67,62.67
1496,RTN-07717296,ORD-15227925,619,Elegant Chair,Home,4,31.77,127.08
1497,RTN-07717296,ORD-15227925,823,Hardcover Memoir,Books,1,148.96,148.96
1498,RTN-07717296,ORD-15227925,111, Hardcover Guide ,Books,2,21.11,42.22
1499,RTN-07717296,ORD-15227925,455,Classic Sweater,Clothing,3,42.68,128.04
1500,RTN-42504466,ORD-15227925,967,Cozy Table,Home,1,157.84,157.84
1501,RTN-42504466,ORD-15227925,474,Classic Guide,Books,6,43.62,261.72
1502,RTN-78607373,ORD-85965414,788,Elegant Table,Home,1,159.72,159.72
1503,RTN-78607373,ORD-85965414,259,Classic Guide,Books,2,39.85,79.7
1504,RTN-78607373,ORD-85965414,833,Comfortable Jacket,Clothing,1,11.08,11.08
1505,RTN-62135913,ORD-72670861,1155,Compact Headphones,Electronics,6,231.39,1388.34
1506,RTN-62135913,ORD-72670861,8,Rustic Chair,Home,2,121.3,242.6
1507,RTN-62135913,ORD-72670861,794,Interactive Blocks,Toys,4,181.51,726.04
1508,RTN-62135913,ORD-72670861,707,Elegant Chair,Home,1,174.72,174.72
1509,RTN-62135913,ORD-72670861,484,Cozy Table,Home,3,131.19,393.57
1510,RTN-62135913,ORD-72670861,499,Colorful Blocks,Toys,3,42.85,128.55
1511,RTN-62135913,ORD-72670861,274,Modern Table,Home,2,190.54,381.08
1512,RTN-62135913,ORD-72670861,181,Wireless Speaker,Electronics,4,159.9,639.6
1513,RTN-78520437,ORD-30323220,544,  Rustic Chair  ,Home,1,223.94,223.94
1514,RTN-78520437,ORD-30323220,785,Durable Shirt,Clothing,3,85.4,256.2
1515,RTN-78520437,ORD-30323220,268,Portable Speaker,Electronics,3,19.64,58.92
1516,RTN-78520437,ORD-30323220,143,  Durable Jeans  ,Clothing,2,206.41,412.82
1517,RTN-33595388,ORD-72606923,1205,Fun Puzzle,Toys,2,6.41,12.82
1518,RTN-30485303,ORD-65528135,349,  Modern Lamp ,Home,2,127.52,255.04
1519,RTN-30485303,ORD-65528135,467,Compact Speaker,Electronics,2,11.09,22.18
1520,RTN-30485303,ORD-65528135,1138,Classic Jacket,Clothing,2,236.45,472.9
1521,RTN-30485303,ORD-65528135,352,Stylish Shirt,Clothing,1,199.49,199.49
1522,RTN-30485303,ORD-65528135,237,Illustrated Novel,Books,2,66.62,133.24
1523,RTN-30485303,ORD-65528135,927,Wireless Camera,Electronics,3,186.44,559.32
1524,RTN-30485303,ORD-65528135,423,Modern Novel,Books,1,163.6,163.6
1525,RTN-30485303,ORD-65528135,421,Modern Memoir,Books,3,180.95,542.85
1526,RTN-46622205,ORD-22204070,559,Rustic Table,Home,2,122.37,244.74
1527,RTN-46622205,ORD-22204070,884,  Durable Jeans ,Clothing,1,236.08,236.08
1528,RTN-46622205,ORD-22204070,618,Educational Blocks,Toys,1,121.85,121.85
1529,RTN-46622205,ORD-22204070,21,Stylish Jacket,Clothing,1,82.13,82.13
1530,RTN-46622205,ORD-22204070,349,Modern Lamp,Home,3,127.52,382.56
1531,RTN-46622205,ORD-22204070,1219, Elegant Lamp ,Home,1,62.57,62.57
1532,RTN-46622205,ORD-22204070,467,Compact Speaker,Electronics,3,11.09,33.27
1533,RTN-08890491,ORD-72192508,378,Stylish Jacket,Clothing,2,107.93,215.86
1534,RTN-18485331,ORD-42668712,863,Classic Jeans,Clothing,3,67.88,203.64
1535,RTN-18485331,ORD-42668712,425,Educational Doll,Toys,3,79.3,237.9
1536,RTN-18485331,ORD-42668712,233,Modern Anthology,Books,3,188.43,565.29
1537,RTN-18485331,ORD-42668712,717,Educational Blocks,Toys,1,173.02,173.02
1538,RTN-28034247,ORD-14399814,941,Classic Jeans,Clothing,2,131.67,263.34
1539,RTN-28034247,ORD-14399814,943,Elegant Chair,Home,2,221.31,442.62
1540,RTN-28034247,ORD-14399814,779,Fun Puzzle,Toys,1,208.65,208.65
1541,RTN-28034247,ORD-14399814,135,Hardcover Memoir,Books,3,138.93,416.79
1542,RTN-28034247,ORD-14399814,215,Elegant Lamp,Home,3,153.37,460.11
1543,RTN-44536217,ORD-99735981,167,Stylish Sweater,Clothing,1,206.55,206.55
1544,RTN-40701513,ORD-48581786,1159,  Elegant Chair  ,Home,2,100.15,200.3
1545,RTN-25984876,ORD-63118059,238,Modern Novel,Books,3,104.0,312.0
1546,RTN-25984876,ORD-63118059,1221,Smart Camera,Electronics,3,49.33,147.99
1547,RTN-25984876,ORD-63118059,1142,Elegant Lamp,Home,3,72.34,217.02
1548,RTN-25984876,ORD-63118059,1238,Comfortable Shirt,Clothing,2,62.67,125.34
1549,RTN-25984876,ORD-63118059,779,fun puzzle,Toys,3,208.65,625.95
1550,RTN-25984876,ORD-63118059,982,Rustic Lamp,Home,2,222.87,445.74
1551,RTN-25984876,ORD-63118059,437,Illustrated Anthology,Books,2,220.3,440.6
1552,RTN-25984876,ORD-63118059,763,Classic Anthology,Books,3,178.87,536.61
1553,RTN-20477473,ORD-96805669,1142,Elegant Lamp,Home,1,72.34,72.34
1554,RTN-26709712,ORD-95004716,1193,Classic Anthology,Books,3,121.12,363.36
1555,RTN-26709712,ORD-95004716,246,Durable Jeans,Clothing,4,34.88,139.52
1556,RTN-26709712,ORD-95004716,402,Illustrated Anthology,Books,2,44.22,88.44
1557,RTN-26709712,ORD-95004716,1123,Educational Puzzle,Toys,3,102.07,306.21
1558,RTN-26709712,ORD-95004716,596,  Cozy Chair ,Home,2,63.35,126.7
1559,RTN-26709712,ORD-95004716,85,Illustrated Anthology,Books,5,194.57,972.85
1560,RTN-26709712,ORD-95004716,589,Classic Sweater,Clothing,2,65.76,131.52
1561,RTN-26709712,ORD-95004716,505,Classic Jeans,Clothing,2,161.84,323.68
1562,RTN-26709712,ORD-95004716,134,Cozy Chair,Home,2,23.53,47.06
1563,RTN-26709712,ORD-95004716,448,Educational Puzzle,Toys,5,169.22,846.1
1564,RTN-26709712,ORD-95004716,1152,Hardcover Anthology,Books,2,248.58,497.16
1565,RTN-56079865,ORD-22198197,327,Fun Doll,Toys,2,161.08,322.16
1566,RTN-56079865,ORD-22198197,69,Smart Monitor,Electronics,1,121.06,121.06
1567,RTN-56079865,ORD-22198197,1276,Compact Monitor,Electronics,1,17.58,17.58
1568,RTN-56079865,ORD-22198197,1072,Wireless Speaker,Electronics,2,104.68,209.36
1569,RTN-56079865,ORD-22198197,93,Modern Novel,Books,1,31.64,31.64
1570,RTN-56079865,ORD-22198197,834,Durable Sweater,Clothing,2,12.35,24.7
1571,RTN-73797126,ORD-37419775,442, Durable Jacket  ,Clothing,5,194.72,973.6
1572,RTN-73797126,ORD-37419775,1225,Classic Jeans,Clothing,5,162.68,813.4
1573,RTN-73797126,ORD-37419775,1052,Rustic Lamp,Home,5,141.88,709.4
1574,RTN-73797126,ORD-37419775,360,Rustic Lamp,Home,4,63.42,253.68
1575,RTN-73797126,ORD-37419775,537,Modern Chair,Home,2,70.16,140.32
1576,RTN-08850806,ORD-32027461,1113,Rustic Table,Home,2,42.55,85.1
1577,RTN-08850806,ORD-32027461,395, Illustrated Memoir  ,Books,1,160.97,160.97
1578,RTN-08850806,ORD-32027461,288,Cozy Table,Home,1,96.77,96.77
1579,RTN-08850806,ORD-32027461,624,Rustic Table,Home,1,49.23,49.23
1580,RTN-18853460,ORD-58113576,851,Modern Chair,Home,1,226.53,226.53
1581,RTN-18853460,ORD-58113576,221,Modern Chair,Home,1,163.5,163.5
1582,RTN-18853460,ORD-58113576,622,Rustic Rug,Home,1,137.8,137.8
1583,RTN-18853460,ORD-58113576,417,Modern Table,Home,2,182.94,365.88
1584,RTN-99354330,ORD-63235158,613,Durable Jacket,Clothing,1,220.67,220.67
1585,RTN-99354330,ORD-63235158,952,Modern Chair,Home,3,199.23,597.69
1586,RTN-57590365,ORD-32160868,126,Educational Car,Toys,4,34.3,137.2
1587,RTN-57590365,ORD-32160868,702,Hardcover Anthology,Books,6,195.34,1172.04
1588,RTN-57590365,ORD-32160868,437, illustrated anthology ,Books,5,220.3,1101.5
1589,RTN-57590365,ORD-32160868,637,Colorful Blocks,Toys,2,69.82,139.64
1590,RTN-57590365,ORD-32160868,474,Classic Guide,Books,1,43.62,43.62
1591,RTN-57590365,ORD-32160868,653,  DURABLE SWEATER  ,Clothing,3,178.84,536.52
1592,RTN-57590365,ORD-32160868,983,Fun Doll,Toys,2,11.74,23.48
1593,RTN-57590365,ORD-32160868,1262,Stylish Shirt,Clothing,6,5.47,32.82
1594,RTN-57590365,ORD-32160868,779,Fun Puzzle,Toys,4,208.65,834.6
1595,RTN-57590365,ORD-32160868,189,Modern Memoir,Books,6,26.56,159.36
1596,RTN-57590365,ORD-32160868,923,Modern Novel,Books,4,122.15,488.6
1597,RTN-01541309,ORD-87742320,62,Modern Lamp,Home,5,6.81,34.05
1598,RTN-01541309,ORD-87742320,550,hardcover memoir,Books,6,152.2,913.2
1599,RTN-01541309,ORD-87742320,900,FUN BLOCKS,Toys,4,121.18,484.72
1600,RTN-01541309,ORD-87742320,860,Stylish Shirt,Clothing,2,175.92,351.84
1601,RTN-01541309,ORD-87742320,588,Portable Headphones,Electronics,3,148.83,446.49
1602,RTN-12918999,ORD-06654339,645,Illustrated Memoir,Books,1,148.16,148.16
1603,RTN-12918999,ORD-06654339,212,Cozy Rug,Home,1,14.52,14.52
1604,RTN-31655341,ORD-72254094,992,Cozy Table,Home,2,150.07,300.14
1605,RTN-27837795,ORD-09747618,941,Classic Jeans,Clothing,1,131.67,131.67
1606,RTN-73464282,ORD-08325904,936,  Cozy Lamp ,Home,2,37.62,75.24
1607,RTN-73464282,ORD-08325904,539,Elegant Chair,Home,5,5.16,25.8
1608,RTN-73464282,ORD-08325904,333,Illustrated Anthology,Books,1,86.26,86.26
1609,RTN-73464282,ORD-08325904,278,  Stylish Jacket  ,Clothing,6,159.22,955.32
1610,RTN-37482906,ORD-73560138,981, Portable Monitor ,Electronics,1,58.05,58.05
1611,RTN-37482906,ORD-73560138,1115,Modern Memoir,Books,3,103.84,311.52
1612,RTN-37482906,ORD-73560138,705,Elegant Chair,Home,3,177.86,533.58
1613,RTN-37482906,ORD-73560138,845,Colorful Car,Toys,3,25.04,75.12
1614,RTN-37482906,ORD-73560138,596,Cozy Chair,Home,1,63.35,63.35
1615,RTN-78407150,ORD-39350222,140,Stylish Sweater,Clothing,1,193.59,193.59
1616,RTN-78407150,ORD-39350222,665,Durable Jeans,Clothing,3,138.02,414.06
1617,RTN-78407150,ORD-39350222,202,Comfortable Jeans,Clothing,1,225.68,225.68
1618,RTN-78407150,ORD-39350222,136,fun blocks,Toys,1,49.95,49.95
1619,RTN-78407150,ORD-39350222,791,Illustrated Anthology,Books,3,148.67,446.01
1620,RTN-78407150,ORD-39350222,1024,Fun Puzzle,Toys,2,224.19,448.38
1621,RTN-78407150,ORD-39350222,927,  Wireless Camera  ,Electronics,2,186.44,372.88
1622,RTN-78407150,ORD-39350222,1236, Educational Blocks  ,Toys,2,98.7,197.4
1623,RTN-99402151,ORD-11894184,134,Cozy Chair,Home,3,23.53,70.59
1624,RTN-99402151,ORD-11894184,269,Elegant Chair,Home,1,224.99,224.99
1625,RTN-99402151,ORD-11894184,557,  Cozy Chair ,Home,3,22.2,66.6
1626,RTN-99402151,ORD-11894184,210,Cozy Chair,Home,1,171.02,171.02
1627,RTN-99402151,ORD-11894184,623,Colorful Puzzle,Toys,1,54.64,54.64
1628,RTN-62254624,ORD-67504928,1163,Comfortable Shirt,Clothing,2,109.33,218.66
1629,RTN-62254624,ORD-67504928,444, Comfortable Shirt ,Clothing,2,228.1,456.2
1630,RTN-65179799,ORD-38776755,379,Elegant Table,Home,2,233.13,466.26
1631,RTN-65179799,ORD-38776755,314, Cozy Lamp  ,Home,1,38.51,38.51
1632,RTN-65179799,ORD-38776755,863,Classic Jeans,Clothing,1,67.88,67.88
1633,RTN-65179799,ORD-38776755,152,Hardcover Novel,Books,2,7.76,15.52
1634,RTN-65179799,ORD-38776755,1176,Fun Doll,Toys,1,41.47,41.47
1635,RTN-65179799,ORD-38776755,875,Modern Novel,Books,1,42.46,42.46
1636,RTN-56896493,ORD-34131760,14,Colorful Blocks,Toys,1,211.58,211.58
1637,RTN-56896493,ORD-34131760,807,Portable Monitor,Electronics,2,73.3,146.6
1638,RTN-56896493,ORD-34131760,129,Illustrated Memoir,Books,1,12.09,12.09
1639,RTN-56896493,ORD-34131760,401,Rustic Table,Home,2,225.71,451.42
1640,RTN-56896493,ORD-34131760,301,Comfortable Jacket,Clothing,2,10.97,21.94
1641,RTN-52789297,ORD-04275475,181,Wireless Speaker,Electronics,2,159.9,319.8
1642,RTN-52789297,ORD-04275475,1233,Smart Headphones,Electronics,5,210.5,1052.5
1643,RTN-52789297,ORD-04275475,948,  Wireless Monitor  ,Electronics,2,92.6,185.2
1644,RTN-52789297,ORD-04275475,424,Interactive Doll,Toys,5,67.25,336.25
1645,RTN-52789297,ORD-04275475,185,Rustic Chair,Home,4,210.99,843.96
1646,RTN-52789297,ORD-04275475,1115,Modern Memoir,Books,2,103.84,207.68
1647,RTN-02996938,ORD-06001514,505,Classic Jeans,Clothing,1,161.84,161.84
1648,RTN-02996938,ORD-06001514,543,Interactive Puzzle,Toys,1,106.51,106.51
1649,RTN-02996938,ORD-06001514,897,Colorful Puzzle,Toys,1,65.77,65.77
1650,RTN-02996938,ORD-06001514,943,Elegant Chair,Home,2,221.31,442.62
1651,RTN-02996938,ORD-06001514,511,Educational Doll,Toys,1,168.81,168.81
1652,RTN-02996938,ORD-06001514,297,Compact Headphones,Electronics,2,88.36,176.72
1653,RTN-49537225,ORD-27198068,246,Durable Jeans,Clothing,1,34.88,34.88
1654,RTN-49537225,ORD-27198068,914,Comfortable Sweater,Clothing,4,49.93,199.72
1655,RTN-49537225,ORD-27198068,751,Modern Memoir,Books,2,201.97,403.94
1656,RTN-49537225,ORD-27198068,501,Portable Camera,Electronics,1,6.0,6.0
1657,RTN-49537225,ORD-27198068,608,Interactive Car,Toys,1,28.34,28.34
1658,RTN-49537225,ORD-27198068,998,Wireless Camera,Electronics,3,98.99,296.97
1659,RTN-49537225,ORD-27198068,1216,Illustrated Novel,Books,1,26.75,26.75
1660,RTN-49537225,ORD-27198068,637,Colorful Blocks,Toys,1,69.82,69.82
1661,RTN-49537225,ORD-27198068,321,Portable Headphones,Electronics,1,199.9,199.9
1662,RTN-49537225,ORD-27198068,57,Portable Speaker,Electronics,5,91.93,459.65
1663,RTN-93627784,ORD-53291200,1010, Stylish Jacket ,Clothing,3,55.24,165.72
1664,RTN-93627784,ORD-53291200,16,Cozy Chair,Home,1,44.08,44.08
1665,RTN-93627784,ORD-53291200,1192,Rustic Rug,Home,2,137.18,274.36
1666,RTN-93627784,ORD-53291200,396,Interactive Blocks,Toys,1,235.51,235.51
1667,RTN-93627784,ORD-53291200,258,Interactive Car,Toys,1,216.02,216.02
1668,RTN-93627784,ORD-53291200,326,Cozy Rug,Home,2,22.63,45.26
1669,RTN-93627784,ORD-53291200,697,Illustrated Anthology,Books,3,107.71,323.13
1670,RTN-93627784,ORD-53291200,1125,Colorful Car,Toys,2,112.27,224.54
1671,RTN-06179153,ORD-34422691,342,Elegant Table,Home,2,124.93,249.86
1672,RTN-06179153,ORD-34422691,522, Colorful Blocks  ,Toys,1,212.49,212.49
1673,RTN-06179153,ORD-34422691,1013,Stylish Jeans,Clothing,3,221.53,664.59
1674,RTN-06179153,ORD-34422691,835,Illustrated Novel,Books,1,206.72,206.72
1675,RTN-06179153,ORD-34422691,420,rustic table,Home,6,47.51,285.06
1676,RTN-06179153,ORD-34422691,1132,Smart Monitor,Electronics,3,82.2,246.6
1677,RTN-06179153,ORD-34422691,678,Elegant Chair,Home,2,167.36,334.72
1678,RTN-06179153,ORD-34422691,751,Modern Memoir,Books,2,201.97,403.94
1679,RTN-06179153,ORD-34422691,35,Elegant Rug,Home,4,155.64,622.56
1680,RTN-06179153,ORD-34422691,339,Portable Monitor,Electronics,1,69.66,69.66
1681,RTN-06179153,ORD-34422691,847,Modern Anthology,Books,6,122.82,736.92
1682,RTN-06179153,ORD-34422691,370,Rustic Table,Home,1,84.76,84.76
1683,RTN-06179153,ORD-34422691,1088,Portable Camera,Electronics,1,34.27,34.27
1684,RTN-13931178,ORD-94353045,318,Modern Table,Home,1,221.02,221.02
1685,RTN-13931178,ORD-94353045,240, Compact Camera ,Electronics,1,88.23,88.23
1686,RTN-13931178,ORD-94353045,832,Wireless Monitor,Electronics,1,67.73,67.73
1687,RTN-39606248,ORD-05105162,1086, Wireless Speaker ,Electronics,2,145.6,291.2
1688,RTN-39606248,ORD-05105162,417,Modern Table,Home,1,182.94,182.94
1689,RTN-39606248,ORD-05105162,428,Smart Speaker,Electronics,1,220.34,220.34
1690,RTN-39606248,ORD-05105162,420,Rustic Table,Home,2,47.51,95.02
1691,RTN-39606248,ORD-05105162,525,Fun Car,Toys,2,33.99,67.98
1692,RTN-22899898,ORD-93939445,1266,Wireless Camera,Electronics,1,232.25,232.25
1693,RTN-22899898,ORD-93939445,830,Rustic Lamp,Home,1,83.16,83.16
1694,RTN-22899898,ORD-93939445,796, Modern Chair ,Home,1,22.12,22.12
1695,RTN-22899898,ORD-93939445,191,Modern Rug,Home,1,124.23,124.23
1696,RTN-22899898,ORD-93939445,279,Hardcover Guide,Books,1,161.43,161.43
1697,RTN-89608683,ORD-88528006,8, RUSTIC CHAIR  ,Home,1,121.3,121.3
1698,RTN-89608683,ORD-88528006,979,Modern Guide,Books,3,157.27,471.81
1699,RTN-43943368,ORD-76118348,837,Elegant Chair,Home,1,176.89,176.89
1700,RTN-43943368,ORD-76118348,1034,Smart Monitor,Electronics,1,76.24,76.24
1701,RTN-43943368,ORD-76118348,696,Modern Table,Home,1,242.47,242.47
