cart_id,customer_id,created_at,cart_total,status
CART-01944785,GUEST-102004,2024-08-29,1239.04,abandoned
CART-10125174,CUST-4127,2024-10-28,887.49,converted
CART-17289137,CUST-6135,2025-04-29,1146.6,abandoned
CART-82626918,CUST-6775,2025-05-16,5246.47,abandoned
CART-82841397,CUST-3067,2025-02-14,932.87,converted
CART-95586493,CUST-4624,2025-03-26,3407.1,abandoned
CART-58833282,GUEST-100329,2024-10-15,484.29,abandoned
CART-16458648,GUEST-100462,2025-01-23,715.62,abandoned
CART-26565508,CUST-4922,2024-09-19,2276.06,abandoned
CART-16364942,GUEST-101206,2025-07-06,1627.94,abandoned
CART-93463954,GUEST-102415,2025-01-01,1175.67,converted
CART-70012699,CUST-6135,2025-05-12,350.36,abandoned
CART-74025428,GUEST-101494,2025-02-04,1736.39,converted
CART-35909225,GUEST-102921,2024-11-08,1572.09,abandoned
CART-97914719,CUST-3629,2025-08-19,2067.67,converted
CART-84656167,CUST-2057,2025-02-11,98.36,abandoned
CART-36036669,CUST-5891,2025-06-17,3212.5,abandoned
CART-64802370,CUST-2990,2025-02-24,1307.92,abandoned
CART-50439882,CUST-3878,2024-10-12,398.39,abandoned
CART-65232304,GUEST-100762,2025-05-12,1640.16,abandoned
CART-53433318,CUST-3190,2025-06-10,814.15,abandoned
CART-90259099,CUST-4281,2024-11-01,2364.83,abandoned
CART-75720730,CUST-5673,2025-07-30,683.49,converted
CART-55567024,CUST-1690,2024-09-18,1014.57,abandoned
CART-75084952,CUST-6510,2025-01-21,477.64,abandoned
CART-25410946,GUEST-101143,2025-02-15,905.87,abandoned
CART-28576624,CUST-2085,2025-02-02,1344.06,converted
CART-37630152,GUEST-103213,2025-03-24,738.96,abandoned
CART-79372448,GUEST-103000,2025-05-16,497.09,abandoned
CART-12884445,CUST-3363,2025-07-16,1775.48,converted
CART-18316542,GUEST-102922,2024-12-12,2168.27,abandoned
CART-68641057,GUEST-103808,2025-04-19,277.39,converted
CART-01753701,CUST-4581,2025-08-11,919.2,abandoned
CART-98247014,GUEST-102165,2025-04-13,582.19,abandoned
CART-13989522,GUEST-102560,2025-03-15,1292.56,abandoned
CART-91845269,CUST-2315,2024-09-13,1102.49,converted
CART-34145955,GUEST-102425,2024-10-02,241.35,abandoned
CART-17933198,CUST-3667,2025-05-21,156.23,abandoned
CART-05255575,CUST-4759,2025-01-27,421.77,abandoned
CART-66504997,CUST-5117,2024-10-07,142.32,abandoned
CART-79137852,CUST-3790,2024-11-16,323.52,converted
CART-14929389,GUEST-103728,2025-03-12,982.84,abandoned
CART-07889956,CUST-1898,2025-07-03,581.74,abandoned
CART-67380406,CUST-5758,2024-11-01,1084.12,abandoned
CART-53361746,GUEST-102929,2025-07-26,1763.52,abandoned
CART-68916245,CUST-4895,2025-08-16,351.1,abandoned
CART-55616303,CUST-4983,2024-11-25,569.84,abandoned
CART-07636666,GUEST-103558,2025-05-28,957.03,abandoned
CART-77915420,CUST-4169,2025-06-13,55.44,abandoned
CART-12172545,GUEST-103713,2025-01-10,982.97,abandoned
CART-93719876,CUST-5626,2025-06-09,1003.71,abandoned
CART-44738548,CUST-5892,2025-04-30,1238.36,abandoned
CART-35911108,GUEST-103324,2024-10-31,1838.11,converted
CART-71083780,CUST-6113,2025-01-25,1049.89,abandoned
CART-66509096,GUEST-102907,2024-09-02,702.02,abandoned
CART-22608814,GUEST-103416,2025-06-03,1698.73,converted
CART-64933500,CUST-7024,2025-03-06,1028.04,abandoned
CART-60589889,CUST-6909,2024-12-20,7374.72,abandoned
CART-78330003,GUEST-103084,2025-02-28,1315.97,abandoned
CART-81556697,CUST-6903,2025-07-03,182.0,converted
CART-79146637,CUST-3283,2025-06-23,618.69,converted
CART-23021935,CUST-2606,2025-03-20,71.12,abandoned
CART-87012698,CUST-5616,2025-04-09,534.79,converted
CART-48807431,GUEST-101333,2025-01-11,1707.24,abandoned
CART-49653977,GUEST-103488,2025-02-13,1125.89,abandoned
CART-38042774,CUST-5850,2025-01-10,1865.98,abandoned
CART-12968143,CUST-4459,2025-06-18,1999.0,abandoned
CART-48472320,GUEST-100921,2025-01-10,176.28,converted
CART-96792618,CUST-3384,2025-07-18,393.87,abandoned
CART-83346617,GUEST-102695,2025-01-01,800.7,abandoned
CART-70937593,CUST-1650,2025-03-13,182.79,abandoned
CART-10152193,CUST-7222,2024-09-22,759.87,abandoned
CART-11919829,CUST-5639,2024-11-28,1516.9,abandoned
CART-83616510,CUST-5275,2024-09-12,830.74,abandoned
CART-93301154,CUST-4315,2025-02-28,1061.41,abandoned
CART-21274517,CUST-2662,2025-06-14,912.79,abandoned
CART-82281866,CUST-3996,2024-12-27,339.96,abandoned
CART-71007074,CUST-2058,2025-05-24,1016.24,converted
CART-02208313,CUST-1913,2025-02-06,3884.39,abandoned
CART-70203280,GUEST-100487,2025-06-19,759.23,abandoned
CART-18551040,CUST-2877,2024-10-29,2101.02,abandoned
CART-47786792,GUEST-100561,2025-03-17,1566.91,abandoned
CART-18759352,CUST-4742,2025-06-28,2173.69,abandoned
CART-16761758,CUST-6082,2025-01-20,1127.8,abandoned
CART-37471173,CUST-3049,2025-01-29,796.04,abandoned
CART-06431502,CUST-6950,2025-07-19,1209.29,abandoned
CART-31160788,CUST-5884,2025-04-08,757.98,converted
CART-37416796,GUEST-103641,2025-01-21,1697.49,abandoned
CART-12631289,CUST-3718,2025-02-08,1599.24,abandoned
CART-20342504,GUEST-100330,2025-03-27,165.96,abandoned
CART-10072522,GUEST-101661,2025-05-16,645.02,abandoned
CART-79297296,CUST-4508,2025-08-10,1130.12,abandoned
CART-13779564,GUEST-102196,2024-11-30,503.22,abandoned
CART-43093537,GUEST-102855,2024-09-19,2051.85,abandoned
CART-19720135,GUEST-102975,2025-05-12,985.36,abandoned
CART-04991917,CUST-4503,2024-11-04,40.02,abandoned
CART-34929881,GUEST-103228,2025-06-04,596.22,abandoned
CART-07812755,CUST-3186,2025-01-24,1487.26,abandoned
CART-50135584,CUST-7280,2025-04-14,809.28,abandoned
CART-25380550,CUST-5453,2025-08-16,620.65,converted
CART-48253955,CUST-1856,2025-05-04,1009.14,converted
CART-17187065,CUST-2888,2025-05-31,956.3,abandoned
CART-81872761,CUST-7129,2025-06-06,424.84,abandoned
CART-06209061,CUST-2971,2025-07-13,997.99,abandoned
CART-05734546,GUEST-101005,2024-12-19,2292.25,abandoned
CART-14509758,GUEST-101832,2025-03-02,1907.57,abandoned
CART-47969618,CUST-4893,2025-07-26,7036.0,abandoned
CART-76346379,CUST-2771,2025-07-10,898.14,abandoned
CART-62147186,GUEST-101340,2025-07-20,1121.41,abandoned
CART-68830411,CUST-6097,2025-03-11,31.32,abandoned
CART-88421653,CUST-5709,2024-10-05,1768.19,abandoned
CART-70510565,GUEST-102495,2025-05-10,673.93,abandoned
CART-45451357,GUEST-101155,2024-08-28,1212.96,abandoned
CART-24957587,CUST-7350,2025-02-02,985.29,abandoned
CART-35623977,CUST-1766,2025-06-30,84.33,abandoned
CART-00644864,CUST-5126,2025-02-18,416.2,abandoned
CART-78221713,CUST-4816,2025-06-05,1802.1,abandoned
CART-68873503,GUEST-101798,2025-01-04,661.62,abandoned
CART-51848304,GUEST-103075,2025-03-22,1381.75,abandoned
CART-35965357,CUST-3307,2025-01-09,805.86,abandoned
CART-75517545,CUST-1924,2024-08-29,2343.98,abandoned
CART-55667958,CUST-5017,2025-06-08,59.49,abandoned
CART-70658772,CUST-4833,2024-11-14,665.89,abandoned
CART-98720312,CUST-3806,2024-09-11,1350.4,abandoned
CART-98999001,CUST-4037,2024-10-24,1263.73,abandoned
CART-45906371,CUST-6382,2025-06-28,1209.1,abandoned
CART-29846444,CUST-2856,2025-07-12,2601.74,converted
CART-59754623,CUST-6430,2025-01-01,1772.12,converted
CART-85428548,GUEST-103497,2024-12-06,872.52,converted
CART-79818296,GUEST-102383,2024-08-23,456.0,abandoned
CART-03692980,CUST-2127,2025-01-01,393.47,converted
CART-37507814,GUEST-100519,2024-09-12,2615.01,abandoned
CART-43725053,CUST-2197,2025-03-29,79.7,converted
CART-72213888,CUST-7439,2025-01-08,23.36,abandoned
CART-94259450,CUST-4522,2025-07-10,285.75,abandoned
CART-51030845,CUST-5630,2025-08-20,696.48,abandoned
CART-02523733,CUST-4877,2025-04-22,662.89,abandoned
CART-05303817,CUST-1587,2024-09-02,105.62,abandoned
CART-01487405,CUST-5598,2025-06-27,630.78,abandoned
CART-76259525,CUST-2797,2024-12-07,536.12,abandoned
CART-19499318,GUEST-101820,2025-02-22,1726.14,abandoned
CART-33797873,GUEST-101859,2025-08-05,2246.28,abandoned
CART-21491120,CUST-5715,2025-08-14,978.66,abandoned
CART-52800093,GUEST-101165,2025-01-02,903.24,abandoned
CART-85484132,CUST-1561,2025-04-16,1161.22,abandoned
CART-73563735,GUEST-101973,2024-09-30,827.89,abandoned
CART-05313449,CUST-4926,2025-03-18,1216.72,abandoned
CART-90870910,CUST-5914,2025-01-11,1890.49,abandoned
CART-84299969,CUST-4866,2024-10-22,2533.65,abandoned
CART-11906714,CUST-4226,2025-06-07,349.31,abandoned
CART-04837143,GUEST-103293,2025-03-31,2176.49,abandoned
CART-81173383,CUST-3357,2024-09-16,1605.06,abandoned
CART-82547132,CUST-5488,2024-11-15,304.4,abandoned
CART-73967712,CUST-4221,2025-07-01,1735.45,abandoned
CART-74861399,GUEST-100760,2024-09-19,1595.47,abandoned
CART-30583248,CUST-6790,2025-06-23,560.0,abandoned
CART-82349619,CUST-5242,2024-10-24,676.06,abandoned
CART-29477452,CUST-6829,2024-12-15,343.44,abandoned
CART-57631572,GUEST-103114,2024-11-12,1608.08,abandoned
CART-80887532,GUEST-102147,2024-12-13,949.99,abandoned
CART-78305516,CUST-6566,2025-05-16,3749.74,abandoned
CART-09460931,GUEST-101678,2024-12-25,371.58,abandoned
CART-40070319,GUEST-101038,2025-05-01,1393.89,abandoned
CART-06094724,GUEST-103247,2025-01-02,1742.34,abandoned
CART-67689613,GUEST-103074,2024-09-13,51.9,abandoned
CART-42794308,GUEST-101805,2025-08-08,1055.21,abandoned
CART-59950303,GUEST-101389,2024-12-31,971.04,abandoned
CART-65617514,CUST-3931,2025-06-20,4995.67,abandoned
CART-23461600,GUEST-101041,2024-09-28,1832.62,abandoned
CART-25558349,CUST-6689,2025-04-24,719.67,converted
CART-58950457,CUST-5262,2024-12-14,1385.7,abandoned
CART-50631021,CUST-1821,2024-11-18,5078.02,abandoned
CART-02276934,GUEST-100274,2025-06-22,600.37,converted
CART-44046236,CUST-2206,2025-01-23,913.49,abandoned
CART-36745786,GUEST-103127,2025-08-20,1330.22,abandoned
CART-74053811,GUEST-103267,2025-03-08,364.44,abandoned
CART-23651447,GUEST-101717,2025-02-07,132.23,abandoned
CART-63410488,CUST-5910,2024-12-09,181.58,abandoned
CART-56991910,CUST-3799,2025-06-08,272.38,abandoned
CART-30962890,CUST-4983,2024-11-24,2167.1,abandoned
CART-36855018,CUST-3636,2025-02-12,846.15,abandoned
CART-86490204,GUEST-100868,2025-05-18,235.36,abandoned
CART-40315380,GUEST-100037,2025-01-23,654.0,abandoned
CART-39197830,CUST-6661,2025-03-18,1021.82,abandoned
CART-68815847,GUEST-101618,2025-06-04,1877.62,abandoned
CART-63828805,CUST-6686,2024-11-04,757.64,abandoned
CART-30867910,CUST-4415,2024-12-29,1552.21,abandoned
CART-35235204,CUST-4691,2024-10-18,528.2,abandoned
CART-44899765,GUEST-101345,2024-12-21,1709.48,abandoned
CART-81701365,GUEST-103921,2025-02-16,712.97,abandoned
CART-34211617,CUST-2111,2025-08-18,1574.44,converted
CART-36855559,CUST-7023,2025-05-03,795.72,abandoned
CART-20126069,CUST-7418,2024-12-23,4890.65,abandoned
CART-79638583,GUEST-101517,2024-11-24,10.32,abandoned
CART-35937951,CUST-4188,2025-07-25,2893.75,abandoned
CART-73350998,GUEST-101914,2024-11-05,1755.88,abandoned
CART-77246089,CUST-2062,2024-11-18,1662.12,converted
CART-67617124,CUST-6755,2025-04-30,715.81,abandoned
CART-90492043,CUST-6337,2025-02-27,885.62,converted
CART-05009001,GUEST-102706,2025-04-11,1214.38,converted
CART-40938063,CUST-2769,2025-04-04,756.04,abandoned
CART-23913360,CUST-2812,2025-03-28,1118.44,abandoned
CART-77916170,CUST-3996,2024-12-24,440.97,abandoned
CART-91290592,CUST-5441,2024-11-01,421.0,converted
CART-26841987,GUEST-103227,2024-10-22,675.67,converted
CART-20791585,GUEST-100035,2025-06-06,1665.35,abandoned
CART-02284624,CUST-7078,2025-01-01,698.86,abandoned
CART-79647406,GUEST-100819,2025-05-05,1831.5,abandoned
CART-73355943,CUST-2825,2025-04-08,717.15,abandoned
CART-79481445,CUST-4109,2025-06-03,6665.95,abandoned
CART-28155585,CUST-6087,2025-05-01,737.36,abandoned
CART-31214048,GUEST-103526,2025-07-27,1123.45,abandoned
CART-34614673,GUEST-101652,2024-11-12,656.94,converted
CART-73766440,CUST-4302,2025-04-16,2232.69,abandoned
CART-85780527,CUST-4065,2025-01-29,1624.92,abandoned
CART-71086935,GUEST-102782,2024-10-08,1109.34,abandoned
CART-80185287,CUST-7239,2025-03-31,1561.21,converted
CART-94496568,CUST-7106,2025-05-17,450.84,abandoned
CART-19342294,CUST-6136,2025-07-05,824.41,abandoned
CART-87211541,CUST-2064,2025-01-08,545.74,abandoned
CART-96730084,GUEST-103153,2025-07-16,915.19,abandoned
CART-37524770,CUST-5188,2025-06-21,458.32,converted
CART-25911790,CUST-2398,2025-01-08,344.3,converted
CART-51375723,CUST-3119,2025-07-19,247.07,abandoned
CART-80101116,CUST-2340,2024-09-03,2819.25,abandoned
CART-17395577,CUST-3869,2025-06-30,21.04,abandoned
CART-88898323,CUST-3929,2024-12-27,2379.62,abandoned
CART-51188433,GUEST-102113,2025-03-28,2143.51,abandoned
CART-46349732,GUEST-103977,2024-12-09,1382.86,abandoned
CART-05554530,CUST-4629,2024-09-13,817.8,abandoned
CART-68495119,GUEST-100781,2025-08-20,2467.06,abandoned
CART-78842572,CUST-6173,2025-01-06,957.04,abandoned
CART-01736940,CUST-3650,2024-12-01,465.36,abandoned
CART-01460590,CUST-4777,2024-10-28,1386.2,abandoned
CART-37092808,CUST-4167,2025-03-26,379.45,abandoned
CART-58116715,GUEST-102380,2024-12-10,1518.22,abandoned
CART-27612176,CUST-6059,2024-12-28,852.08,abandoned
CART-05663736,CUST-3237,2024-09-09,1378.21,abandoned
CART-58981838,CUST-2936,2025-08-15,3553.21,abandoned
CART-16200414,GUEST-103959,2024-10-13,819.38,abandoned
CART-78345259,GUEST-103518,2024-09-03,1849.97,abandoned
CART-33362731,CUST-4044,2024-12-05,148.9,abandoned
CART-30928246,CUST-1830,2024-11-15,490.79,abandoned
CART-37524833,CUST-4539,2024-11-08,436.39,abandoned
CART-07509624,CUST-4940,2024-11-27,176.33,abandoned
CART-07079233,GUEST-100690,2025-08-06,509.09,abandoned
CART-45072910,CUST-1743,2025-07-21,2027.94,abandoned
CART-18088192,CUST-2326,2025-07-28,724.47,abandoned
CART-41970131,GUEST-101437,2025-03-03,336.02,converted
CART-52006513,CUST-7085,2024-09-22,795.04,abandoned
CART-67603553,CUST-3263,2025-03-23,1190.42,abandoned
CART-12316992,GUEST-102776,2025-07-25,1057.3,abandoned
CART-91017065,GUEST-102950,2025-07-09,1113.97,abandoned
CART-56189258,CUST-3577,2025-06-12,5913.64,converted
CART-40559442,CUST-5628,2025-02-25,4010.61,abandoned
CART-29037722,CUST-1650,2025-03-06,1042.46,converted
CART-22039868,CUST-4480,2025-04-28,127.66,abandoned
CART-10139706,GUEST-103633,2025-06-21,1339.76,converted
CART-62347452,GUEST-100869,2025-03-28,2071.88,abandoned
CART-06608578,CUST-3939,2025-03-26,1066.52,abandoned
CART-65308904,GUEST-101420,2025-02-15,2005.84,abandoned
CART-68059382,CUST-4022,2025-05-12,3021.5,converted
CART-58885309,GUEST-101581,2025-02-08,742.38,abandoned
CART-90100666,CUST-6336,2025-02-22,1141.68,abandoned
CART-06797976,GUEST-100591,2025-07-19,976.3,converted
CART-67620804,CUST-4505,2024-12-30,434.22,abandoned
CART-07635151,CUST-6936,2025-07-21,525.66,abandoned
CART-25266587,CUST-5902,2025-05-10,334.55,abandoned
CART-57688635,GUEST-103207,2024-09-17,701.95,converted
CART-23940514,GUEST-101982,2025-08-15,699.72,converted
CART-54175369,CUST-3672,2024-11-23,7103.66,abandoned
CART-91294058,GUEST-100551,2025-05-03,1858.23,abandoned
CART-92130145,CUST-4866,2024-10-24,5278.99,abandoned
CART-28338063,CUST-6863,2025-04-22,767.47,abandoned
CART-98583111,CUST-1902,2024-09-29,876.15,converted
CART-38549022,CUST-5985,2025-01-05,1380.94,abandoned
CART-75118152,GUEST-102346,2025-03-08,320.97,abandoned
CART-17397084,GUEST-103598,2024-09-26,2312.42,abandoned
CART-06554471,CUST-4272,2025-01-06,810.26,abandoned
CART-14281953,CUST-3685,2024-12-29,881.69,abandoned
CART-19748243,GUEST-102980,2025-07-16,1640.84,abandoned
CART-43155634,CUST-3611,2025-05-19,3782.97,converted
CART-06283019,GUEST-101385,2025-08-14,1213.35,abandoned
CART-52573801,CUST-3461,2025-05-06,1085.66,abandoned
CART-50483923,CUST-4522,2025-07-19,163.22,abandoned
CART-47401221,CUST-5523,2025-03-06,1464.76,abandoned
CART-37661789,GUEST-100056,2024-10-09,1156.33,abandoned
CART-51887375,CUST-3783,2025-08-17,1867.36,abandoned
CART-59056826,CUST-2372,2025-06-09,46.14,abandoned
CART-51113161,GUEST-102595,2025-01-23,1301.81,abandoned
CART-69874533,CUST-3087,2024-11-14,2236.65,abandoned
CART-84003598,GUEST-103569,2024-10-19,832.88,abandoned
CART-10754857,CUST-5548,2025-08-03,1097.42,abandoned
CART-67420871,GUEST-100820,2025-05-30,547.73,abandoned
CART-19523678,GUEST-103783,2025-06-08,1468.64,abandoned
CART-45700534,CUST-4408,2025-02-12,608.16,converted
CART-41394293,CUST-4258,2025-05-25,1215.03,abandoned
CART-25057899,CUST-7164,2025-01-14,301.42,abandoned
CART-49315735,GUEST-101883,2024-09-24,280.45,abandoned
CART-54333038,CUST-5933,2024-12-01,829.63,abandoned
CART-44173273,CUST-5012,2025-05-07,2505.81,abandoned
CART-32682499,GUEST-103119,2025-02-05,629.99,abandoned
CART-87924523,GUEST-101176,2025-01-20,2385.38,abandoned
CART-28653638,CUST-1836,2024-09-05,4583.71,abandoned
CART-35560833,GUEST-100537,2024-11-22,970.68,abandoned
CART-17911517,GUEST-100229,2025-06-26,280.56,abandoned
CART-76676735,CUST-3634,2024-08-31,2557.6,abandoned
CART-55502409,GUEST-103566,2025-06-22,857.88,converted
CART-79912261,CUST-5044,2024-09-08,565.9,abandoned
CART-50320389,CUST-6240,2024-09-19,2080.23,abandoned
CART-56393813,GUEST-101248,2025-04-23,3049.28,abandoned
CART-75770441,CUST-1540,2024-10-02,1754.33,abandoned
CART-25499566,GUEST-101475,2024-10-29,164.99,abandoned
CART-74361681,CUST-5325,2025-01-02,1277.92,abandoned
CART-28419916,CUST-3438,2025-06-08,2242.53,abandoned
CART-65296702,GUEST-103754,2025-04-21,205.26,abandoned
CART-33113801,CUST-2147,2025-02-06,1302.47,abandoned
CART-31942986,GUEST-101755,2024-09-06,1526.72,abandoned
CART-03296199,CUST-3910,2025-01-08,1047.15,abandoned
CART-90144770,CUST-3154,2024-09-18,379.08,abandoned
CART-66679401,CUST-3012,2025-04-10,1036.96,abandoned
CART-76118841,CUST-4587,2025-07-31,2791.53,abandoned
CART-91072934,CUST-5193,2025-03-12,590.09,converted
CART-44563069,GUEST-100907,2025-05-20,1172.14,abandoned
CART-14166991,CUST-4665,2024-10-29,5073.35,abandoned
CART-83975604,CUST-3986,2025-08-16,7432.34,abandoned
CART-78751844,GUEST-103900,2025-01-09,540.37,abandoned
CART-80806948,CUST-2051,2025-02-15,1111.41,abandoned
CART-17713856,CUST-2001,2025-05-22,121.18,abandoned
CART-67906783,GUEST-101304,2025-03-11,743.22,abandoned
CART-17627892,GUEST-102699,2025-05-07,1422.72,abandoned
CART-66546145,CUST-6759,2025-05-03,141.91,abandoned
CART-49221219,CUST-3944,2025-01-10,601.81,abandoned
CART-15820575,GUEST-103000,2024-10-30,148.02,abandoned
CART-23005019,GUEST-102798,2024-08-31,88.28,abandoned
CART-97233385,CUST-6716,2025-05-17,302.87,abandoned
CART-98847793,GUEST-101433,2025-05-01,790.91,abandoned
CART-11779014,CUST-3000,2025-03-01,941.72,abandoned
CART-35602972,CUST-4462,2024-10-12,391.86,converted
CART-81508641,CUST-5233,2024-12-11,684.35,abandoned
CART-49303510,CUST-2229,2025-01-03,1031.06,abandoned
CART-25204925,GUEST-100832,2024-11-27,628.45,converted
CART-96041045,CUST-6320,2025-08-13,533.13,converted
CART-76136625,GUEST-100141,2025-04-02,612.99,abandoned
CART-05516681,CUST-4639,2025-05-13,2138.23,abandoned
CART-82121026,GUEST-101076,2025-01-02,1008.65,abandoned
CART-34515669,GUEST-103885,2025-05-10,581.55,abandoned
CART-49250179,CUST-2916,2024-09-09,760.51,abandoned
CART-91406504,CUST-3303,2025-07-16,2147.04,abandoned
CART-22114018,GUEST-100317,2024-12-23,671.82,abandoned
CART-28338476,CUST-3966,2024-10-05,1976.03,converted
CART-96802552,CUST-5860,2024-09-05,281.18,abandoned
CART-24504414,GUEST-102356,2025-07-04,757.5,converted
CART-89401598,CUST-5605,2024-12-27,1590.41,abandoned
CART-47772907,CUST-5419,2025-03-07,586.79,abandoned
CART-74508856,CUST-6700,2025-06-09,1561.42,abandoned
CART-38901734,CUST-5065,2024-10-24,322.86,abandoned
CART-04839517,GUEST-102668,2025-07-29,1119.58,abandoned
CART-03414696,CUST-1516,2025-05-15,102.01,converted
CART-97434199,GUEST-102657,2024-09-19,891.1,abandoned
CART-98153290,GUEST-102717,2025-05-20,1025.57,abandoned
CART-07163333,CUST-2420,2024-08-27,22.18,abandoned
CART-32386894,CUST-3623,2025-06-11,1374.98,abandoned
CART-38800428,CUST-1937,2024-11-19,44.15,abandoned
CART-76925372,CUST-3808,2024-12-18,4294.97,abandoned
CART-16807064,CUST-3131,2024-09-26,1755.78,abandoned
CART-70580644,GUEST-103499,2025-08-18,1641.7,abandoned
CART-87901672,CUST-4249,2025-04-09,3153.36,converted
CART-05767318,GUEST-101541,2025-02-01,547.96,abandoned
CART-52593825,CUST-3498,2025-05-15,4257.13,abandoned
CART-22920689,GUEST-102890,2025-01-30,1671.81,abandoned
CART-40481206,CUST-3045,2025-06-21,454.73,abandoned
CART-07773619,CUST-2092,2025-07-21,1367.2,abandoned
CART-87235501,CUST-6777,2025-04-04,1489.0,abandoned
CART-91709331,CUST-6632,2025-02-08,1179.28,abandoned
CART-97122037,CUST-6936,2025-07-09,1393.31,abandoned
CART-80431204,CUST-7209,2024-10-17,321.31,abandoned
CART-79571819,GUEST-100253,2025-08-08,1981.05,abandoned
CART-65339253,GUEST-100548,2025-04-15,1411.3,abandoned
CART-02831703,CUST-6402,2025-03-14,98.81,abandoned
CART-16821635,CUST-4215,2025-02-08,661.25,abandoned
CART-68775226,GUEST-100231,2025-05-02,1210.44,abandoned
CART-88934281,GUEST-102709,2025-04-26,273.94,abandoned
CART-60591286,GUEST-103634,2025-03-24,159.45,abandoned
CART-61133344,GUEST-102277,2025-05-30,1829.56,converted
CART-60796143,GUEST-100743,2024-11-27,315.34,converted
CART-67498357,GUEST-101883,2025-05-28,1251.91,abandoned
CART-99999086,GUEST-101289,2025-06-02,932.78,abandoned
CART-34214136,CUST-4241,2024-09-15,331.76,abandoned
CART-33609011,CUST-3770,2025-07-07,2047.58,abandoned
CART-37034828,CUST-6554,2024-10-24,44.56,abandoned
CART-24295755,CUST-5158,2025-02-25,599.16,abandoned
CART-71630724,CUST-7086,2024-10-09,1546.49,abandoned
CART-53693265,GUEST-100624,2025-05-11,1654.38,abandoned
CART-49336540,CUST-2390,2025-02-22,5621.63,converted
CART-98300723,CUST-5487,2024-12-10,329.26,abandoned
CART-46065949,CUST-5984,2024-12-19,113.89,abandoned
CART-91986716,GUEST-103510,2024-11-08,581.69,abandoned
CART-05332892,GUEST-101022,2024-12-06,491.52,abandoned
CART-43259953,CUST-3829,2025-02-27,2733.47,abandoned
CART-16025128,CUST-5727,2025-03-22,1737.1,abandoned
CART-26021224,GUEST-101045,2025-07-29,1025.05,abandoned
CART-10092866,CUST-2181,2025-07-01,1129.88,abandoned
CART-22390878,GUEST-100547,2024-09-21,1746.99,converted
CART-83168790,GUEST-103489,2025-02-11,1375.55,abandoned
CART-42978441,GUEST-100693,2025-05-13,200.78,abandoned
CART-06632467,GUEST-100339,2024-11-12,767.57,abandoned
CART-97514225,GUEST-101899,2024-12-11,789.39,abandoned
CART-92596059,GUEST-103175,2025-03-30,402.06,abandoned
CART-04571209,CUST-6705,2025-03-28,103.91,abandoned
CART-94151906,CUST-1569,2025-06-24,180.08,abandoned
CART-71568161,GUEST-103920,2024-12-11,776.31,abandoned
CART-22784354,CUST-1648,2025-04-22,1188.05,abandoned
CART-55419502,GUEST-103281,2025-03-09,2239.88,abandoned
CART-49694806,GUEST-102353,2025-03-08,835.07,abandoned
CART-92274231,CUST-7090,2025-01-18,467.44,abandoned
CART-42471210,CUST-6770,2025-01-11,1407.39,abandoned
CART-80990333,GUEST-102419,2025-06-18,212.92,converted
CART-09413855,CUST-6373,2025-07-03,516.62,converted
CART-04210332,GUEST-100614,2025-03-08,304.2,abandoned
CART-27199371,GUEST-100680,2025-03-25,817.64,abandoned
CART-03800466,CUST-1519,2024-10-02,383.51,abandoned
CART-42726471,CUST-5519,2025-02-13,1974.77,abandoned
CART-42674678,GUEST-103979,2025-03-01,1553.03,abandoned
CART-56430913,GUEST-102441,2025-01-12,47.47,abandoned
CART-48749818,CUST-2744,2024-12-18,252.26,converted
CART-00749032,CUST-3435,2025-07-29,1272.62,abandoned
CART-25135171,CUST-5826,2024-10-13,632.23,abandoned
CART-88752118,CUST-5868,2024-09-20,12.22,abandoned
CART-34401539,GUEST-102230,2024-11-26,678.26,abandoned
CART-26638134,CUST-3495,2025-04-02,1165.81,converted
CART-97895089,CUST-5360,2024-12-15,1371.96,abandoned
CART-49119364,GUEST-101833,2024-09-10,1891.2,abandoned
CART-10385495,GUEST-102804,2025-07-25,88.44,abandoned
CART-66559654,CUST-2199,2025-05-01,1237.6,abandoned
CART-48885989,GUEST-103622,2025-06-23,958.55,converted
CART-93845263,GUEST-100650,2024-08-22,1316.45,abandoned
CART-48296493,GUEST-101930,2025-07-21,1180.9,abandoned
CART-78640567,CUST-2917,2025-05-03,3003.91,abandoned
CART-19799969,CUST-2928,2025-01-23,87.94,converted
CART-72253896,CUST-7329,2025-02-26,1062.11,abandoned
CART-64502441,GUEST-101044,2025-06-18,145.18,abandoned
CART-43262173,CUST-4146,2024-10-09,2508.65,abandoned
CART-86879948,CUST-6222,2024-10-27,2268.3,abandoned
CART-13179310,GUEST-100240,2024-12-28,341.44,abandoned
CART-01485902,CUST-6108,2025-07-26,6049.58,abandoned
CART-14630825,CUST-2529,2025-02-22,1406.28,abandoned
CART-55633399,CUST-3373,2024-10-25,383.96,abandoned
CART-52281802,CUST-7028,2025-04-10,404.91,abandoned
CART-24426955,CUST-5483,2025-04-13,1258.08,abandoned
CART-87581755,GUEST-100578,2024-09-29,512.34,abandoned
CART-76544124,GUEST-103912,2024-10-14,634.59,abandoned
CART-74654373,GUEST-101292,2025-04-23,204.45,abandoned
CART-39423563,CUST-3233,2025-03-17,1175.9,converted
CART-83458658,CUST-1787,2025-07-13,717.21,abandoned
CART-52190083,GUEST-101282,2025-03-16,981.26,abandoned
CART-32662349,CUST-5878,2024-11-03,5810.82,converted
